,School No.,School Name,County,Voucher enrollment 2016,Special ed enrollment 2016,Special ed ratio 2016,Total enrollment 2016,2016 Grade,District No.,District Name
1427,A730,Saint Mary School,Decatur,23,26.0,10.24,254.0,A,1655,Decatur County Community Schools
1428,A730,Saint Mary School,Decatur,23,26.0,10.24,254.0,A,1730,Greensburg Community Schools
1429,A730,Saint Mary School,Decatur,23,26.0,10.24,254.0,A,6900,Jac-Cen-Del Community School Corporation
1430,A730,Saint Mary School,Decatur,23,26.0,10.24,254.0,A,6995,Rush County Schools
1431,A795,Saint Mary School,Delaware,55,9.0,5.96,151.0,B,5265,Alexandria Community School Corporation
1432,A795,Saint Mary School,Delaware,55,9.0,5.96,151.0,B,5275,Anderson Community School Corporation
1433,A795,Saint Mary School,Delaware,55,9.0,5.96,151.0,B,3405,Blue River Valley Schools
1434,A795,Saint Mary School,Delaware,55,9.0,5.96,151.0,B,1895,Liberty-Perry Community School Corporation
1435,A795,Saint Mary School,Delaware,55,9.0,5.96,151.0,B,1970,Muncie Community Schools
1436,A795,Saint Mary School,Delaware,55,9.0,5.96,151.0,B,6795,Union School Corporation
1437,A795,Saint Mary School,Delaware,55,9.0,5.96,151.0,B,1885,Wes-Del Community Schools
1438,A795,Saint Mary School,Delaware,55,9.0,5.96,151.0,B,1910,Yorktown Community Schools
1439,B515,Saint Mary School,Jennings,65,12.0,6.67,180.0,A,4015,Jennings County Schools
1440,B930,Saint Mary School,Lake,132,7.0,2.8,250.0,B,4690,Gary Community School Corporation
1441,B930,Saint Mary School,Lake,132,7.0,2.8,250.0,B,4700,Griffith Public Schools
1442,B930,Saint Mary School,Lake,132,7.0,2.8,250.0,B,4615,Lake Central School Corporation
1443,B930,Saint Mary School,Lake,132,7.0,2.8,250.0,B,4650,Lake Ridge Schools
1444,B930,Saint Mary School,Lake,132,7.0,2.8,250.0,B,4600,Merrillville Community School
1445,B930,Saint Mary School,Lake,132,7.0,2.8,250.0,B,4670,School City of East Chicago
1446,B930,Saint Mary School,Lake,132,7.0,2.8,250.0,B,4710,School City of Hammond
1447,B930,Saint Mary School,Lake,132,7.0,2.8,250.0,B,4730,School City of Hobart
1448,B930,Saint Mary School,Lake,132,7.0,2.8,250.0,B,4720,School Town of Highland
1449,C190,Saint Mary School,Madison,45,3.0,3.57,84.0,C,5265,Alexandria Community School Corporation
1450,C190,Saint Mary School,Madison,45,3.0,3.57,84.0,C,5275,Anderson Community School Corporation
1451,C190,Saint Mary School,Madison,45,3.0,3.57,84.0,C,5280,Elwood Community School Corporation
1452,C190,Saint Mary School,Madison,45,3.0,3.57,84.0,C,5245,Frankton-Lapel Community Schools
1453,C190,Saint Mary School,Madison,45,3.0,3.57,84.0,C,5625,Oak Hill United School Corporation
1454,D285,Saint Matthew Cathedral School,St Joseph,258,46.0,12.99,354.0,C,7175,Penn-Harris-Madison School Corporation
1455,D285,Saint Matthew Cathedral School,St Joseph,258,46.0,12.99,354.0,C,7200,School City of Mishawaka
1456,D285,Saint Matthew Cathedral School,St Joseph,258,46.0,12.99,354.0,C,7205,South Bend Community School Corporation
1457,C440,Saint Matthew School,Marion,131,51.0,12.38,412.0,A,5310,Franklin Township Community School Corporation
1458,C440,Saint Matthew School,Marion,131,51.0,12.38,412.0,A,3005,Hamilton Southeastern Schools
1459,C440,Saint Matthew School,Marion,131,51.0,12.38,412.0,A,5385,Indianapolis Public Schools
1460,C440,Saint Matthew School,Marion,131,51.0,12.38,412.0,A,5330,M S D Lawrence Township
1461,C440,Saint Matthew School,Marion,131,51.0,12.38,412.0,A,5360,M S D Warren Township
1462,C440,Saint Matthew School,Marion,131,51.0,12.38,412.0,A,5370,M S D Washington Township
1463,C440,Saint Matthew School,Marion,131,51.0,12.38,412.0,A,3115,Southern Hancock County Community School Corporation
1464,D095,Saint Matthew School,Posey,18,10.0,15.15,66.0,A,6590,M S D Mount Vernon
1465,B095,Saint Michael School,Franklin,31,18.0,7.93,227.0,A,2475,Franklin County Community School Corporation
1466,B265,Saint Michael School,Hancock,52,19.0,8.72,218.0,A,3145,Eastern Hancock County Community School Corporation
1467,B265,Saint Michael School,Hancock,52,19.0,8.72,218.0,A,3125,Greenfield-Central Community Schools
1468,B265,Saint Michael School,Hancock,52,19.0,8.72,218.0,A,3135,Mount Vernon Community School Corporation
1469,B265,Saint Michael School,Hancock,52,19.0,8.72,218.0,A,3115,Southern Hancock County Community School Corporation
1470,B775,Saint Michael School,Lake,25,10.0,4.41,227.0,B,4690,Gary Community School Corporation
1471,B775,Saint Michael School,Lake,25,10.0,4.41,227.0,B,4615,Lake Central School Corporation
1472,B775,Saint Michael School,Lake,25,10.0,4.41,227.0,B,4600,Merrillville Community School
1473,B775,Saint Michael School,Lake,25,10.0,4.41,227.0,B,4720,School Town of Highland
1474,C855,Saint Michael School,Marshall,74,7.0,4.35,161.0,A,5470,Argos Community Schools
1475,C855,Saint Michael School,Marshall,74,7.0,4.35,161.0,A,5455,Culver Community Schools Corporation
1476,C855,Saint Michael School,Marshall,74,7.0,4.35,161.0,A,7150,John Glenn School Corporation
1477,C855,Saint Michael School,Marshall,74,7.0,4.35,161.0,A,5485,Plymouth Community School Corporation
1478,C855,Saint Michael School,Marshall,74,7.0,4.35,161.0,A,7215,Union-North United School Corporation
1479,C650,Saint Michael The Archangel School,Marion,279,30.0,8.6,349.0,B,3315,Avon Community School Corporation
1480,C650,Saint Michael The Archangel School,Marion,279,30.0,8.6,349.0,B,3305,Brownsburg Community School Corporation
1481,C650,Saint Michael The Archangel School,Marion,279,30.0,8.6,349.0,B,3145,Eastern Hancock County Community School Corporation
1482,C650,Saint Michael The Archangel School,Marion,279,30.0,8.6,349.0,B,5385,Indianapolis Public Schools
1483,C650,Saint Michael The Archangel School,Marion,279,30.0,8.6,349.0,B,5300,M S D Decatur Township
1484,C650,Saint Michael The Archangel School,Marion,279,30.0,8.6,349.0,B,5350,M S D Pike Township
1485,C650,Saint Michael The Archangel School,Marion,279,30.0,8.6,349.0,B,5370,M S D Washington Township
1486,C650,Saint Michael The Archangel School,Marion,279,30.0,8.6,349.0,B,5375,M S D Wayne Township
1487,C445,Saint Monica School,Marion,200,48.0,11.62,413.0,B,3315,Avon Community School Corporation
1488,C445,Saint Monica School,Marion,200,48.0,11.62,413.0,B,3060,Carmel Clay Schools
1489,C445,Saint Monica School,Marion,200,48.0,11.62,413.0,B,5385,Indianapolis Public Schools
1490,C445,Saint Monica School,Marion,200,48.0,11.62,413.0,B,665,Lebanon Community School Corporation
1491,C445,Saint Monica School,Marion,200,48.0,11.62,413.0,B,5330,M S D Lawrence Township
1492,C445,Saint Monica School,Marion,200,48.0,11.62,413.0,B,5350,M S D Pike Township
1493,C445,Saint Monica School,Marion,200,48.0,11.62,413.0,B,5370,M S D Washington Township
1494,C445,Saint Monica School,Marion,200,48.0,11.62,413.0,B,5375,M S D Wayne Township
1495,C445,Saint Monica School,Marion,200,48.0,11.62,413.0,B,3030,Westfield-Washington Schools
1496,A680,Saint Nicholas School,Ripley,9,6.0,5.56,108.0,A,6895,Batesville Community School Corporation
1497,D050,Saint Patrick School,Porter,12,13.0,4.47,291.0,A,6470,Duneland School Corporation
1498,D050,Saint Patrick School,Porter,12,13.0,4.47,291.0,A,4690,Gary Community School Corporation
1499,D050,Saint Patrick School,Porter,12,13.0,4.47,291.0,A,4925,Michigan City Area Schools
1500,D050,Saint Patrick School,Porter,12,13.0,4.47,291.0,A,6550,Portage Township Schools
1501,D720,Saint Patrick School,Vigo,140,3.0,0.9,335.0,A,1125,Clay Community Schools
1502,D720,Saint Patrick School,Vigo,140,3.0,0.9,335.0,A,6750,Cloverdale Community Schools
1503,D720,Saint Patrick School,Vigo,140,3.0,0.9,335.0,A,7645,Northeast School Corporation
1504,D720,Saint Patrick School,Vigo,140,3.0,0.9,335.0,A,8030,Vigo County School Corporation
1505,A685,Saint Paul Catholic School,Dearborn,43,10.0,16.13,62.0,C,1600,South Dearborn Community School Corporation
1506,A685,Saint Paul Catholic School,Dearborn,43,10.0,16.13,62.0,C,1560,Sunman-Dearborn Community School Corporation
1507,D085,Saint Paul Catholic School,Porter,16,15.0,5.36,280.0,A,6470,Duneland School Corporation
1508,D085,Saint Paul Catholic School,Porter,16,15.0,5.36,280.0,A,6510,East Porter County School Corporation
1509,D085,Saint Paul Catholic School,Porter,16,15.0,5.36,280.0,A,6520,Porter Township School Corporation
1510,D085,Saint Paul Catholic School,Porter,16,15.0,5.36,280.0,A,6560,Valparaiso Community Schools
1511,A245,Saint Paul Lutheran School,Allen,125,13.0,7.14,182.0,A,255,East Allen County Schools
1512,A245,Saint Paul Lutheran School,Allen,125,13.0,7.14,182.0,A,235,Fort Wayne Community Schools
1513,A245,Saint Paul Lutheran School,Allen,125,13.0,7.14,182.0,A,125,M S D Southwest Allen County
1514,A245,Saint Paul Lutheran School,Allen,125,13.0,7.14,182.0,A,225,Northwest Allen County Schools
1515,C130,Saint Paul Lutheran School,LaPorte,90,13.0,10.66,122.0,C,4925,Michigan City Area Schools
1516,B155,Saint Paul Parish School,Grant,57,8.0,6.72,119.0,B,2815,Eastbrook Community School Corporation
1517,B155,Saint Paul Parish School,Grant,57,8.0,6.72,119.0,B,2865,Marion Community Schools
1518,B155,Saint Paul Parish School,Grant,57,8.0,6.72,119.0,B,2855,Mississinewa Community School Corporation
1519,A550,Saint Paul School,Clark,49,30.0,9.09,330.0,B,1010,Greater Clark County Schools
1520,A550,Saint Paul School,Clark,49,30.0,9.09,330.0,B,2400,New Albany-Floyd County Consolidated School Corporation
1521,A550,Saint Paul School,Clark,49,30.0,9.09,330.0,B,940,West Clark Community Schools
1522,C065,Saint Paul's Lutheran School,Lake,37,10.0,6.02,166.0,A,4690,Gary Community School Corporation
1523,C065,Saint Paul's Lutheran School,Lake,37,10.0,6.02,166.0,A,4615,Lake Central School Corporation
1524,C065,Saint Paul's Lutheran School,Lake,37,10.0,6.02,166.0,A,4600,Merrillville Community School
1525,C065,Saint Paul's Lutheran School,Lake,37,10.0,6.02,166.0,A,4670,School City of East Chicago
1526,C065,Saint Paul's Lutheran School,Lake,37,10.0,6.02,166.0,A,4710,School City of Hammond
1527,C065,Saint Paul's Lutheran School,Lake,37,10.0,6.02,166.0,A,4720,School Town of Highland
1528,C065,Saint Paul's Lutheran School,Lake,37,10.0,6.02,166.0,A,4740,School Town of Munster
1529,A040,Saint Peter Immanuel Lutheran School,Adams,18,2.0,4.65,43.0,C,255,East Allen County Schools
1530,A040,Saint Peter Immanuel Lutheran School,Adams,18,2.0,4.65,43.0,C,25,North Adams Community Schools
1531,A435,Saint Peter Lutheran School,Bartholomew,122,33.0,7.5,440.0,B,365,Bartholomew Consolidated School Corporation
1532,A435,Saint Peter Lutheran School,Bartholomew,122,33.0,7.5,440.0,B,670,Brown County School Corporation
1533,A435,Saint Peter Lutheran School,Bartholomew,122,33.0,7.5,440.0,B,3695,Brownstown Central Community School Corporation
1534,A435,Saint Peter Lutheran School,Bartholomew,122,33.0,7.5,440.0,B,370,Flat Rock-Hawcreek School Corporation
1535,A435,Saint Peter Lutheran School,Bartholomew,122,33.0,7.5,440.0,B,4225,Franklin Community School Corporation
1536,A435,Saint Peter Lutheran School,Bartholomew,122,33.0,7.5,440.0,B,4015,Jennings County Schools
1537,D375,Saint Peter Lutheran School,Starke,57,3.0,3.41,88.0,B,3785,Kankakee Valley School Corporation
1538,D375,Saint Peter Lutheran School,Starke,57,3.0,3.41,88.0,B,7525,Knox Community School Corporation
1539,D375,Saint Peter Lutheran School,Starke,57,3.0,3.41,88.0,B,7515,North Judson-San Pierre School Corporation
1540,D375,Saint Peter Lutheran School,Starke,57,3.0,3.41,88.0,B,7495,Oregon-Davis School Corporation
1541,D375,Saint Peter Lutheran School,Starke,57,3.0,3.41,88.0,B,6630,West Central School Corporation
1542,A250,Saint Peter's Lutheran School,Allen,124,15.0,7.01,214.0,A,255,East Allen County Schools
1543,A250,Saint Peter's Lutheran School,Allen,124,15.0,7.01,214.0,A,235,Fort Wayne Community Schools
1544,A250,Saint Peter's Lutheran School,Allen,124,15.0,7.01,214.0,A,125,M S D Southwest Allen County
1545,A250,Saint Peter's Lutheran School,Allen,124,15.0,7.01,214.0,A,225,Northwest Allen County Schools
1546,C655,Saint Philip Neri School,Marion,210,22.0,8.03,274.0,D,4145,Clark-Pleasant Community School Corporation
1547,C655,Saint Philip Neri School,Marion,210,22.0,8.03,274.0,D,5385,Indianapolis Public Schools
1548,C655,Saint Philip Neri School,Marion,210,22.0,8.03,274.0,D,5300,M S D Decatur Township
1549,C655,Saint Philip Neri School,Marion,210,22.0,8.03,274.0,D,5330,M S D Lawrence Township
1550,C655,Saint Philip Neri School,Marion,210,22.0,8.03,274.0,D,5350,M S D Pike Township
1551,C655,Saint Philip Neri School,Marion,210,22.0,8.03,274.0,D,5360,M S D Warren Township
1552,C655,Saint Philip Neri School,Marion,210,22.0,8.03,274.0,D,5370,M S D Washington Township
1553,C655,Saint Philip Neri School,Marion,210,22.0,8.03,274.0,D,5375,M S D Wayne Township
1554,D100,Saint Philip School,Posey,31,15.0,8.33,180.0,A,7995,Evansville Vanderburgh School Corporation
1555,D100,Saint Philip School,Posey,31,15.0,8.33,180.0,A,6590,M S D Mount Vernon
1556,D100,Saint Philip School,Posey,31,15.0,8.33,180.0,A,6600,M S D North Posey County Schools
1557,D164,Saint Pius X Catholic School,St Joseph,94,36.0,6.45,558.0,A,2260,Baugo Community Schools
1558,D164,Saint Pius X Catholic School,St Joseph,94,36.0,6.45,558.0,A,2305,Elkhart Community Schools
1559,D164,Saint Pius X Catholic School,St Joseph,94,36.0,6.45,558.0,A,7175,Penn-Harris-Madison School Corporation
1560,D164,Saint Pius X Catholic School,St Joseph,94,36.0,6.45,558.0,A,7200,School City of Mishawaka
1561,D164,Saint Pius X Catholic School,St Joseph,94,36.0,6.45,558.0,A,7205,South Bend Community School Corporation
1562,C450,Saint Pius X School,Marion,50,46.0,10.93,421.0,A,3060,Carmel Clay Schools
1563,C450,Saint Pius X School,Marion,50,46.0,10.93,421.0,A,3005,Hamilton Southeastern Schools
1564,C450,Saint Pius X School,Marion,50,46.0,10.93,421.0,A,5385,Indianapolis Public Schools
1565,C450,Saint Pius X School,Marion,50,46.0,10.93,421.0,A,5330,M S D Lawrence Township
1566,C450,Saint Pius X School,Marion,50,46.0,10.93,421.0,A,5370,M S D Washington Township
1567,C310,Saint Roch School,Marion,103,29.0,9.57,303.0,A,5380,Beech Grove City Schools
1568,C310,Saint Roch School,Marion,103,29.0,9.57,303.0,A,4205,Center Grove Community School Corporation
1569,C310,Saint Roch School,Marion,103,29.0,9.57,303.0,A,5310,Franklin Township Community School Corporation
1570,C310,Saint Roch School,Marion,103,29.0,9.57,303.0,A,5385,Indianapolis Public Schools
1571,C310,Saint Roch School,Marion,103,29.0,9.57,303.0,A,665,Lebanon Community School Corporation
1572,C310,Saint Roch School,Marion,103,29.0,9.57,303.0,A,5300,M S D Decatur Township
1573,C310,Saint Roch School,Marion,103,29.0,9.57,303.0,A,5340,M S D Perry Township
1574,C310,Saint Roch School,Marion,103,29.0,9.57,303.0,A,7365,Shelbyville Central Schools
1575,C310,Saint Roch School,Marion,103,29.0,9.57,303.0,A,3115,Southern Hancock County Community School Corporation
1576,B518,Saint Rose of Lima School,Johnson,94,17.0,9.6,177.0,B,4145,Clark-Pleasant Community School Corporation
1577,B518,Saint Rose of Lima School,Johnson,94,17.0,9.6,177.0,B,4225,Franklin Community School Corporation
1578,B518,Saint Rose of Lima School,Johnson,94,17.0,9.6,177.0,B,7365,Shelbyville Central Schools
1579,B518,Saint Rose of Lima School,Johnson,94,17.0,9.6,177.0,B,7360,Southwestern Consolidated School District Shelby County
1580,C665,Saint Simon The Apostle School,Marion,48,24.0,3.4,706.0,A,3005,Hamilton Southeastern Schools
1581,C665,Saint Simon The Apostle School,Marion,48,24.0,3.4,706.0,A,5330,M S D Lawrence Township
1582,C665,Saint Simon The Apostle School,Marion,48,24.0,3.4,706.0,A,3135,Mount Vernon Community School Corporation
1583,C120,Saint Stanislaus Kostka School,LaPorte,84,12.0,10.08,119.0,B,4925,Michigan City Area Schools
1584,C120,Saint Stanislaus Kostka School,LaPorte,84,12.0,10.08,119.0,B,6550,Portage Township Schools
1585,B865,Saint Stanislaus School,Lake,166,6.0,2.84,211.0,C,4690,Gary Community School Corporation
1586,B865,Saint Stanislaus School,Lake,166,6.0,2.84,211.0,C,4670,School City of East Chicago
1587,B865,Saint Stanislaus School,Lake,166,6.0,2.84,211.0,C,4710,School City of Hammond
1588,B300,Saint Susanna School,Hendricks,50,27.0,11.25,240.0,A,3315,Avon Community School Corporation
1589,B300,Saint Susanna School,Hendricks,50,27.0,11.25,240.0,A,3325,Danville Community School Corporation
1590,B300,Saint Susanna School,Hendricks,50,27.0,11.25,240.0,A,5300,M S D Decatur Township
1591,B300,Saint Susanna School,Hendricks,50,27.0,11.25,240.0,A,5375,M S D Wayne Township
1592,B300,Saint Susanna School,Hendricks,50,27.0,11.25,240.0,A,3335,Mill Creek Community School Corporation
1593,B300,Saint Susanna School,Hendricks,50,27.0,11.25,240.0,A,3330,Plainfield Community School Corporation
1594,C670,Saint Therese Little Flower School,Marion,224,19.0,5.97,318.0,C,5310,Franklin Township Community School Corporation
1595,C670,Saint Therese Little Flower School,Marion,224,19.0,5.97,318.0,C,3125,Greenfield-Central Community Schools
1596,C670,Saint Therese Little Flower School,Marion,224,19.0,5.97,318.0,C,5385,Indianapolis Public Schools
1597,C670,Saint Therese Little Flower School,Marion,224,19.0,5.97,318.0,C,5350,M S D Pike Township
1598,C670,Saint Therese Little Flower School,Marion,224,19.0,5.97,318.0,C,5360,M S D Warren Township
1599,C670,Saint Therese Little Flower School,Marion,224,19.0,5.97,318.0,C,1970,Muncie Community Schools
1600,A175,Saint Therese School,Allen,158,17.0,8.85,192.0,C,255,East Allen County Schools
1601,A175,Saint Therese School,Allen,158,17.0,8.85,192.0,C,235,Fort Wayne Community Schools
1602,A175,Saint Therese School,Allen,158,17.0,8.85,192.0,C,3625,Huntington County Community School Corporation
1603,A175,Saint Therese School,Allen,158,17.0,8.85,192.0,C,125,M S D Southwest Allen County
1604,A175,Saint Therese School,Allen,158,17.0,8.85,192.0,C,8435,Northern Wells Community Schools
1605,C675,Saint Thomas Aquinas School,Marion,48,25.0,12.02,208.0,B,5385,Indianapolis Public Schools
1606,C675,Saint Thomas Aquinas School,Marion,48,25.0,12.02,208.0,B,5330,M S D Lawrence Township
1607,C675,Saint Thomas Aquinas School,Marion,48,25.0,12.02,208.0,B,5350,M S D Pike Township
1608,C675,Saint Thomas Aquinas School,Marion,48,25.0,12.02,208.0,B,5370,M S D Washington Township
1609,C060,Saint Thomas More School,Lake,72,32.0,6.57,487.0,A,4690,Gary Community School Corporation
1610,C060,Saint Thomas More School,Lake,72,32.0,6.57,487.0,A,4700,Griffith Public Schools
1611,C060,Saint Thomas More School,Lake,72,32.0,6.57,487.0,A,4615,Lake Central School Corporation
1612,C060,Saint Thomas More School,Lake,72,32.0,6.57,487.0,A,4670,School City of East Chicago
1613,C060,Saint Thomas More School,Lake,72,32.0,6.57,487.0,A,4710,School City of Hammond
1614,C060,Saint Thomas More School,Lake,72,32.0,6.57,487.0,A,4720,School Town of Highland
1615,C060,Saint Thomas More School,Lake,72,32.0,6.57,487.0,A,4740,School Town of Munster
1616,A975,Saint Thomas The Apostle School,Elkhart,86,20.0,8.0,250.0,B,2305,Elkhart Community Schools
1617,A975,Saint Thomas The Apostle School,Elkhart,86,20.0,8.0,250.0,B,2315,Goshen Community Schools
1618,A180,Saint Vincent DePaul School,Allen,256,52.0,6.91,752.0,A,1835,DeKalb County Central United School District
1619,A180,Saint Vincent DePaul School,Allen,256,52.0,6.91,752.0,A,255,East Allen County Schools
1620,A180,Saint Vincent DePaul School,Allen,256,52.0,6.91,752.0,A,235,Fort Wayne Community Schools
1621,A180,Saint Vincent DePaul School,Allen,256,52.0,6.91,752.0,A,1820,Garrett-Keyser-Butler Community
1622,A180,Saint Vincent DePaul School,Allen,256,52.0,6.91,752.0,A,125,M S D Southwest Allen County
1623,A180,Saint Vincent DePaul School,Allen,256,52.0,6.91,752.0,A,225,Northwest Allen County Schools
1624,A180,Saint Vincent DePaul School,Allen,256,52.0,6.91,752.0,A,8665,Whitley County Consolidated Schools
1625,A980,Saint Vincent DePaul School,Elkhart,147,10.0,6.13,163.0,B,2260,Baugo Community Schools
1626,A980,Saint Vincent DePaul School,Elkhart,147,10.0,6.13,163.0,B,2270,Concord Community Schools
1627,A980,Saint Vincent DePaul School,Elkhart,147,10.0,6.13,163.0,B,2305,Elkhart Community Schools
1628,A980,Saint Vincent DePaul School,Elkhart,147,10.0,6.13,163.0,B,7175,Penn-Harris-Madison School Corporation
1629,A980,Saint Vincent DePaul School,Elkhart,147,10.0,6.13,163.0,B,7205,South Bend Community School Corporation
1630,C160,Saint Vincent DePaul School,Lawrence,76,11.0,5.76,191.0,A,5085,Mitchell Community Schools
1631,C160,Saint Vincent DePaul School,Lawrence,76,11.0,5.76,191.0,A,5075,North Lawrence Community Schools
1632,C160,Saint Vincent DePaul School,Lawrence,76,11.0,5.76,191.0,A,5520,Shoals Community School Corporation
1633,D105,Saint Wendel School,Posey,37,19.0,10.33,184.0,A,7995,Evansville Vanderburgh School Corporation
1634,D105,Saint Wendel School,Posey,37,19.0,10.33,184.0,A,6600,M S D North Posey County Schools
1635,B540,Saints Francis and Clare Catholic School,Johnson,106,55.0,10.62,518.0,A,5380,Beech Grove City Schools
1636,B540,Saints Francis and Clare Catholic School,Johnson,106,55.0,10.62,518.0,A,670,Brown County School Corporation
1637,B540,Saints Francis and Clare Catholic School,Johnson,106,55.0,10.62,518.0,A,4205,Center Grove Community School Corporation
1638,B540,Saints Francis and Clare Catholic School,Johnson,106,55.0,10.62,518.0,A,4145,Clark-Pleasant Community School Corporation
1639,B540,Saints Francis and Clare Catholic School,Johnson,106,55.0,10.62,518.0,A,4225,Franklin Community School Corporation
1640,B540,Saints Francis and Clare Catholic School,Johnson,106,55.0,10.62,518.0,A,5310,Franklin Township Community School Corporation
1641,B540,Saints Francis and Clare Catholic School,Johnson,106,55.0,10.62,518.0,A,4245,Greenwood Community School Corporation
1642,B540,Saints Francis and Clare Catholic School,Johnson,106,55.0,10.62,518.0,A,5300,M S D Decatur Township
1643,B540,Saints Francis and Clare Catholic School,Johnson,106,55.0,10.62,518.0,A,5925,M S D Martinsville Schools
1644,B540,Saints Francis and Clare Catholic School,Johnson,106,55.0,10.62,518.0,A,5340,M S D Perry Township
1645,B540,Saints Francis and Clare Catholic School,Johnson,106,55.0,10.62,518.0,A,5360,M S D Warren Township
1646,B540,Saints Francis and Clare Catholic School,Johnson,106,55.0,10.62,518.0,A,5930,Mooresville Consolidated School Corporation
1647,B395,Saints Joan of Arc & Patrick School,Howard,150,38.0,14.23,267.0,B,750,Carroll Consolidated School Corporation
1648,B395,Saints Joan of Arc & Patrick School,Howard,150,38.0,14.23,267.0,B,755,Delphi Community School Corporation
1649,B395,Saints Joan of Arc & Patrick School,Howard,150,38.0,14.23,267.0,B,3500,Kokomo-Center Township Consolidated School Corporation
1650,B395,Saints Joan of Arc & Patrick School,Howard,150,38.0,14.23,267.0,B,5615,Maconaquah School Corporation
1651,B395,Saints Joan of Arc & Patrick School,Howard,150,38.0,14.23,267.0,B,3470,Northwestern School Corporation
1652,B395,Saints Joan of Arc & Patrick School,Howard,150,38.0,14.23,267.0,B,815,Southeastern School Corporation
1653,B395,Saints Joan of Arc & Patrick School,Howard,150,38.0,14.23,267.0,B,3460,Taylor Community School Corporation
1654,B395,Saints Joan of Arc & Patrick School,Howard,150,38.0,14.23,267.0,B,3490,Western School Corporation
1655,B125,Saints Peter & Paul School,Gibson,9,14.0,11.86,118.0,A,2765,South Gibson School Corporation
1656,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,5380,Beech Grove City Schools
1657,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,3145,Eastern Hancock County Community School Corporation
1658,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,5310,Franklin Township Community School Corporation
1659,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,3125,Greenfield-Central Community Schools
1660,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,4245,Greenwood Community School Corporation
1661,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,5385,Indianapolis Public Schools
1662,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,5330,M S D Lawrence Township
1663,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,5340,M S D Perry Township
1664,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,5350,M S D Pike Township
1665,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,5360,M S D Warren Township
1666,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,5370,M S D Washington Township
1667,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,5930,Mooresville Consolidated School Corporation
1668,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,3135,Mount Vernon Community School Corporation
1669,C710,Scecina Memorial School,Marion,311,5.0,1.11,449.0,B,7365,Shelbyville Central Schools
1670,D842,Seton Catholic High School,Wayne,80,15.0,9.74,154.0,B,8360,Centerville-Abington Community Schools
1671,D842,Seton Catholic High School,Wayne,80,15.0,9.74,154.0,B,2395,Fayette County School Corporation
1672,D842,Seton Catholic High School,Wayne,80,15.0,9.74,154.0,B,8375,Northeastern Wayne Schools
1673,D842,Seton Catholic High School,Wayne,80,15.0,9.74,154.0,B,6805,Randolph Southern School Corporation
1674,D842,Seton Catholic High School,Wayne,80,15.0,9.74,154.0,B,8385,Richmond Community Schools
1675,D842,Seton Catholic High School,Wayne,80,15.0,9.74,154.0,B,7950,Union County/College Corner Joint School District
1676,B455,Seymour Christian Academy,Jackson,86,5.0,4.39,114.0,D,365,Bartholomew Consolidated School Corporation
1677,B455,Seymour Christian Academy,Jackson,86,5.0,4.39,114.0,D,3695,Brownstown Central Community School Corporation
1678,B455,Seymour Christian Academy,Jackson,86,5.0,4.39,114.0,D,3710,Crothersville Community Schools
1679,B455,Seymour Christian Academy,Jackson,86,5.0,4.39,114.0,D,4015,Jennings County Schools
1680,B455,Seymour Christian Academy,Jackson,86,5.0,4.39,114.0,D,3640,Medora Community School Corporation
1681,B455,Seymour Christian Academy,Jackson,86,5.0,4.39,114.0,D,7255,Scott County School District II
1682,B455,Seymour Christian Academy,Jackson,86,5.0,4.39,114.0,D,3675,Seymour Community Schools
1683,B505,Shawe Memorial High School,Jefferson,71,7.0,4.52,155.0,B,6900,Jac-Cen-Del Community School Corporation
1684,B505,Shawe Memorial High School,Jefferson,71,7.0,4.52,155.0,B,4015,Jennings County Schools
1685,B505,Shawe Memorial High School,Jefferson,71,7.0,4.52,155.0,B,3995,Madison Consolidated Schools
1686,B505,Shawe Memorial High School,Jefferson,71,7.0,4.52,155.0,B,7255,Scott County School District II
1687,B505,Shawe Memorial High School,Jefferson,71,7.0,4.52,155.0,B,4000,Southwestern-Jefferson County Consolidated Schools
1688,B505,Shawe Memorial High School,Jefferson,71,7.0,4.52,155.0,B,7775,Switzerland County School Corporation
1689,D195,South Bend Hebrew Day School,St Joseph,82,13.0,8.5,153.0,A,7200,School City of Mishawaka
1690,D195,South Bend Hebrew Day School,St Joseph,82,13.0,8.5,153.0,A,7205,South Bend Community School Corporation
1691,D300,South Bend Junior Academy School,St Joseph,20,2.0,7.41,27.0,No Grade,7175,Penn-Harris-Madison School Corporation
1692,D300,South Bend Junior Academy School,St Joseph,20,2.0,7.41,27.0,No Grade,7205,South Bend Community School Corporation
