,School No.,School Name,County,Voucher enrollment 2016,Special ed enrollment 2016,Special ed ratio 2016,Total enrollment 2016,2016 Grade,District No.,District Name
1228,C645,Saint Joan Of Arc School,Marion,177,45.0,11.54,390.0,A,5330,M S D Lawrence Township
1229,C645,Saint Joan Of Arc School,Marion,177,45.0,11.54,390.0,A,5350,M S D Pike Township
1230,C645,Saint Joan Of Arc School,Marion,177,45.0,11.54,390.0,A,5360,M S D Warren Township
1231,C645,Saint Joan Of Arc School,Marion,177,45.0,11.54,390.0,A,5370,M S D Washington Township
1232,C645,Saint Joan Of Arc School,Marion,177,45.0,11.54,390.0,A,5375,M S D Wayne Township
1233,B960,Saint John Bosco School,Lake,167,12.0,5.24,229.0,B,4615,Lake Central School Corporation
1234,B960,Saint John Bosco School,Lake,167,12.0,5.24,229.0,B,4670,School City of East Chicago
1235,B960,Saint John Bosco School,Lake,167,12.0,5.24,229.0,B,4710,School City of Hammond
1236,B960,Saint John Bosco School,Lake,167,12.0,5.24,229.0,B,4730,School City of Hobart
1237,B960,Saint John Bosco School,Lake,167,12.0,5.24,229.0,B,4740,School Town of Munster
1238,A695,Saint John Evangelical Lutheran School,Dearborn,19,4.0,7.69,52.0,,1600,South Dearborn Community School Corporation
1239,C400,Saint John Evangelical Lutheran School,Marion,69,16.0,8.65,185.0,B,5380,Beech Grove City Schools
1240,C400,Saint John Evangelical Lutheran School,Marion,69,16.0,8.65,185.0,B,670,Brown County School Corporation
1241,C400,Saint John Evangelical Lutheran School,Marion,69,16.0,8.65,185.0,B,4145,Clark-Pleasant Community School Corporation
1242,C400,Saint John Evangelical Lutheran School,Marion,69,16.0,8.65,185.0,B,5310,Franklin Township Community School Corporation
1243,C400,Saint John Evangelical Lutheran School,Marion,69,16.0,8.65,185.0,B,5385,Indianapolis Public Schools
1244,C400,Saint John Evangelical Lutheran School,Marion,69,16.0,8.65,185.0,B,5300,M S D Decatur Township
1245,C400,Saint John Evangelical Lutheran School,Marion,69,16.0,8.65,185.0,B,5330,M S D Lawrence Township
1246,C400,Saint John Evangelical Lutheran School,Marion,69,16.0,8.65,185.0,B,5340,M S D Perry Township
1247,C400,Saint John Evangelical Lutheran School,Marion,69,16.0,8.65,185.0,B,5360,M S D Warren Township
1248,B020,Saint John Evangelist School,Elkhart,92,11.0,8.66,127.0,C,2155,Fairfield Community Schools
1249,B020,Saint John Evangelist School,Elkhart,92,11.0,8.66,127.0,C,2315,Goshen Community Schools
1250,B780,Saint John Evangelist School,Lake,34,21.0,5.65,372.0,A,4660,Crown Point Community School Corporation
1251,B780,Saint John Evangelist School,Lake,34,21.0,5.65,372.0,A,4580,Hanover Community School Corporation
1252,B780,Saint John Evangelist School,Lake,34,21.0,5.65,372.0,A,4615,Lake Central School Corporation
1253,B780,Saint John Evangelist School,Lake,34,21.0,5.65,372.0,A,4645,Tri-Creek School Corporation
1254,B275,Saint John Lutheran School,Harrison,25,11.0,17.19,64.0,C,3160,Lanesville Community School Corporation
1255,B275,Saint John Lutheran School,Harrison,25,11.0,17.19,64.0,C,2400,New Albany-Floyd County Consolidated School Corporation
1256,B275,Saint John Lutheran School,Harrison,25,11.0,17.19,64.0,C,3180,North Harrison Community School Corporation
1257,B275,Saint John Lutheran School,Harrison,25,11.0,17.19,64.0,C,3190,South Harrison Community Schools
1258,B450,Saint John Lutheran School,Jackson,9,13.0,14.44,90.0,F,3695,Brownstown Central Community School Corporation
1259,B450,Saint John Lutheran School,Jackson,9,13.0,14.44,90.0,F,3675,Seymour Community Schools
1260,C150,Saint John Lutheran School,LaPorte,57,10.0,9.8,102.0,A,4945,LaPorte Community School Corporation
1261,C150,Saint John Lutheran School,LaPorte,57,10.0,9.8,102.0,A,4860,M S D of New Durham Township
1262,C150,Saint John Lutheran School,LaPorte,57,10.0,9.8,102.0,A,4925,Michigan City Area Schools
1263,C150,Saint John Lutheran School,LaPorte,57,10.0,9.8,102.0,A,4805,New Prairie United School Corporation
1264,C985,Saint John Lutheran School,Noble,75,13.0,8.84,147.0,A,6055,Central Noble Community School Corporation
1265,C985,Saint John Lutheran School,Noble,75,13.0,8.84,147.0,A,6060,East Noble School Corporation
1266,C985,Saint John Lutheran School,Noble,75,13.0,8.84,147.0,A,1820,Garrett-Keyser-Butler Community
1267,C985,Saint John Lutheran School,Noble,75,13.0,8.84,147.0,A,4535,Lakeland School Corporation
1268,A355,Saint John The Baptist Catholic School,Allen,132,13.0,5.73,227.0,A,255,East Allen County Schools
1269,A355,Saint John The Baptist Catholic School,Allen,132,13.0,5.73,227.0,A,235,Fort Wayne Community Schools
1270,A150,Saint John The Baptist School,Allen,158,13.0,5.68,229.0,A,235,Fort Wayne Community Schools
1271,B965,Saint John The Baptist School,Lake,96,16.0,4.2,381.0,C,4615,Lake Central School Corporation
1272,B965,Saint John The Baptist School,Lake,96,16.0,4.2,381.0,C,6520,Porter Township School Corporation
1273,B965,Saint John The Baptist School,Lake,96,16.0,4.2,381.0,C,4670,School City of East Chicago
1274,B965,Saint John The Baptist School,Lake,96,16.0,4.2,381.0,C,4710,School City of Hammond
1275,B965,Saint John The Baptist School,Lake,96,16.0,4.2,381.0,C,4760,Whiting School City
1276,D265,Saint John The Baptist School,St Joseph,68,5.0,6.94,72.0,D,4805,New Prairie United School Corporation
1277,D265,Saint John The Baptist School,St Joseph,68,5.0,6.94,72.0,D,7205,South Bend Community School Corporation
1278,D815,Saint John The Baptist School,Warrick,89,41.0,12.09,339.0,A,7995,Evansville Vanderburgh School Corporation
1279,D815,Saint John The Baptist School,Warrick,89,41.0,12.09,339.0,A,8130,Warrick County School Corporation
1280,A365,Saint John-Emmanuel Lutheran School,Allen,53,18.0,12.95,139.0,C,255,East Allen County Schools
1281,A365,Saint John-Emmanuel Lutheran School,Allen,53,18.0,12.95,139.0,C,235,Fort Wayne Community Schools
1282,A340,Saint Joseph Catholic School,Allen,47,10.0,9.52,105.0,B,255,East Allen County Schools
1283,A350,Saint Joseph Hessen Cassel Catholic School,Allen,56,10.0,8.93,112.0,B,255,East Allen County Schools
1284,A350,Saint Joseph Hessen Cassel Catholic School,Allen,56,10.0,8.93,112.0,B,235,Fort Wayne Community Schools
1285,A350,Saint Joseph Hessen Cassel Catholic School,Allen,56,10.0,8.93,112.0,B,25,North Adams Community Schools
1286,A350,Saint Joseph Hessen Cassel Catholic School,Allen,56,10.0,8.93,112.0,B,8435,Northern Wells Community Schools
1287,A035,Saint Joseph School,Adams,171,25.0,8.42,297.0,A,15,Adams Central Community Schools
1288,A035,Saint Joseph School,Adams,171,25.0,8.42,297.0,A,255,East Allen County Schools
1289,A035,Saint Joseph School,Adams,171,25.0,8.42,297.0,A,3625,Huntington County Community School Corporation
1290,A035,Saint Joseph School,Adams,171,25.0,8.42,297.0,A,25,North Adams Community Schools
1291,A735,Saint Joseph School,Dekalb,37,6.0,7.89,76.0,A,6055,Central Noble Community School Corporation
1292,A735,Saint Joseph School,Dekalb,37,6.0,7.89,76.0,A,1835,DeKalb County Central United School District
1293,A735,Saint Joseph School,Dekalb,37,6.0,7.89,76.0,A,6060,East Noble School Corporation
1294,A735,Saint Joseph School,Dekalb,37,6.0,7.89,76.0,A,6510,East Porter County School Corporation
1295,A735,Saint Joseph School,Dekalb,37,6.0,7.89,76.0,A,1820,Garrett-Keyser-Butler Community
1296,B105,Saint Joseph School,Gibson,64,25.0,17.48,143.0,B,2725,East Gibson School Corporation
1297,B105,Saint Joseph School,Gibson,64,25.0,17.48,143.0,B,2735,North Gibson School Corporation
1298,B105,Saint Joseph School,Gibson,64,25.0,17.48,143.0,B,6445,Pike County School Corporation
1299,B280,Saint Joseph School,Harrison,40,9.0,11.25,80.0,B,1000,Clarksville Community School Corporation
1300,B280,Saint Joseph School,Harrison,40,9.0,11.25,80.0,B,3160,Lanesville Community School Corporation
1301,B280,Saint Joseph School,Harrison,40,9.0,11.25,80.0,B,3180,North Harrison Community School Corporation
1302,B280,Saint Joseph School,Harrison,40,9.0,11.25,80.0,B,3190,South Harrison Community Schools
1303,D270,Saint Joseph School,St Joseph,91,37.0,8.17,453.0,A,5455,Culver Community Schools Corporation
1304,D270,Saint Joseph School,St Joseph,91,37.0,8.17,453.0,A,4805,New Prairie United School Corporation
1305,D270,Saint Joseph School,St Joseph,91,37.0,8.17,453.0,A,7175,Penn-Harris-Madison School Corporation
1306,D270,Saint Joseph School,St Joseph,91,37.0,8.17,453.0,A,7200,School City of Mishawaka
1307,D270,Saint Joseph School,St Joseph,91,37.0,8.17,453.0,A,7205,South Bend Community School Corporation
1308,D335,Saint Joseph School,Shelby,42,7.0,5.26,133.0,C,6995,Rush County Schools
1309,D335,Saint Joseph School,Shelby,42,7.0,5.26,133.0,C,7285,Shelby Eastern Schools
1310,D335,Saint Joseph School,Shelby,42,7.0,5.26,133.0,C,7365,Shelbyville Central Schools
1311,D605,Saint Joseph School,Vanderburgh,38,19.0,10.11,188.0,B,7995,Evansville Vanderburgh School Corporation
1312,D605,Saint Joseph School,Vanderburgh,38,19.0,10.11,188.0,B,6600,M S D North Posey County Schools
1313,D225,Saint Joseph's High School,St Joseph,288,35.0,3.91,896.0,A,5455,Culver Community Schools Corporation
1314,D225,Saint Joseph's High School,St Joseph,288,35.0,3.91,896.0,A,2305,Elkhart Community Schools
1315,D225,Saint Joseph's High School,St Joseph,288,35.0,3.91,896.0,A,7150,John Glenn School Corporation
1316,D225,Saint Joseph's High School,St Joseph,288,35.0,3.91,896.0,A,4945,LaPorte Community School Corporation
1317,D225,Saint Joseph's High School,St Joseph,288,35.0,3.91,896.0,A,7175,Penn-Harris-Madison School Corporation
1318,D225,Saint Joseph's High School,St Joseph,288,35.0,3.91,896.0,A,7200,School City of Mishawaka
1319,D225,Saint Joseph's High School,St Joseph,288,35.0,3.91,896.0,A,7205,South Bend Community School Corporation
1320,A155,Saint Joseph-Saint Elizabeth Campus I,Allen,139,10.0,5.52,181.0,B,255,East Allen County Schools
1321,A155,Saint Joseph-Saint Elizabeth Campus I,Allen,139,10.0,5.52,181.0,B,235,Fort Wayne Community Schools
1322,A104,Saint Joseph-Saint Elizabeth Campus II,Allen,197,25.0,5.45,459.0,B,255,East Allen County Schools
1323,A104,Saint Joseph-Saint Elizabeth Campus II,Allen,197,25.0,5.45,459.0,B,235,Fort Wayne Community Schools
1324,A104,Saint Joseph-Saint Elizabeth Campus II,Allen,197,25.0,5.45,459.0,B,3625,Huntington County Community School Corporation
1325,A104,Saint Joseph-Saint Elizabeth Campus II,Allen,197,25.0,5.45,459.0,B,125,M S D Southwest Allen County
1326,A104,Saint Joseph-Saint Elizabeth Campus II,Allen,197,25.0,5.45,459.0,B,4455,Whitko Community School Corporation
1327,A104,Saint Joseph-Saint Elizabeth Campus II,Allen,197,25.0,5.45,459.0,B,8665,Whitley County Consolidated Schools
1328,D275,Saint Jude Catholic School,St Joseph,117,38.0,19.69,193.0,C,5480,Bremen Public Schools
1329,D275,Saint Jude Catholic School,St Joseph,117,38.0,19.69,193.0,C,7175,Penn-Harris-Madison School Corporation
1330,D275,Saint Jude Catholic School,St Joseph,117,38.0,19.69,193.0,C,7200,School City of Mishawaka
1331,D275,Saint Jude Catholic School,St Joseph,117,38.0,19.69,193.0,C,7205,South Bend Community School Corporation
1332,D275,Saint Jude Catholic School,St Joseph,117,38.0,19.69,193.0,C,7215,Union-North United School Corporation
1333,A160,Saint Jude Elementary School,Allen,303,32.0,6.61,484.0,A,255,East Allen County Schools
1334,A160,Saint Jude Elementary School,Allen,303,32.0,6.61,484.0,A,235,Fort Wayne Community Schools
1335,A160,Saint Jude Elementary School,Allen,303,32.0,6.61,484.0,A,125,M S D Southwest Allen County
1336,A160,Saint Jude Elementary School,Allen,303,32.0,6.61,484.0,A,225,Northwest Allen County Schools
1337,C300,Saint Jude Elementary School,Marion,137,44.0,8.91,494.0,A,4145,Clark-Pleasant Community School Corporation
1338,C300,Saint Jude Elementary School,Marion,137,44.0,8.91,494.0,A,5310,Franklin Township Community School Corporation
1339,C300,Saint Jude Elementary School,Marion,137,44.0,8.91,494.0,A,5385,Indianapolis Public Schools
1340,C300,Saint Jude Elementary School,Marion,137,44.0,8.91,494.0,A,5340,M S D Perry Township
1341,C300,Saint Jude Elementary School,Marion,137,44.0,8.91,494.0,A,5360,M S D Warren Township
1342,C300,Saint Jude Elementary School,Marion,137,44.0,8.91,494.0,A,5375,M S D Wayne Township
1343,D425,Saint Lawrence Elementary School,Tippecanoe,100,18.0,6.77,266.0,A,755,Delphi Community School Corporation
1344,D425,Saint Lawrence Elementary School,Tippecanoe,100,18.0,6.77,266.0,A,8525,Frontier School Corporation
1345,D425,Saint Lawrence Elementary School,Tippecanoe,100,18.0,6.77,266.0,A,7855,Lafayette School Corporation
1346,D425,Saint Lawrence Elementary School,Tippecanoe,100,18.0,6.77,266.0,A,7865,Tippecanoe School Corporation
1347,D425,Saint Lawrence Elementary School,Tippecanoe,100,18.0,6.77,266.0,A,7875,West Lafayette Community School Corporation
1348,A700,Saint Lawrence School,Dearborn,37,12.0,5.8,207.0,C,1620,Lawrenceburg Community School Corporation
1349,A700,Saint Lawrence School,Dearborn,37,12.0,5.8,207.0,C,6080,Rising Sun-Ohio County Community School Corporation
1350,A700,Saint Lawrence School,Dearborn,37,12.0,5.8,207.0,C,1600,South Dearborn Community School Corporation
1351,A700,Saint Lawrence School,Dearborn,37,12.0,5.8,207.0,C,1560,Sunman-Dearborn Community School Corporation
1352,A790,Saint Lawrence School,Delaware,25,7.0,15.22,46.0,A,6820,Monroe Central School Corporation
1353,A790,Saint Lawrence School,Delaware,25,7.0,15.22,46.0,A,1970,Muncie Community Schools
1354,A790,Saint Lawrence School,Delaware,25,7.0,15.22,46.0,A,6825,Randolph Central School Corporation
1355,A790,Saint Lawrence School,Delaware,25,7.0,15.22,46.0,A,6795,Union School Corporation
1356,C280,Saint Lawrence School,Marion,158,22.0,8.87,248.0,C,4205,Center Grove Community School Corporation
1357,C280,Saint Lawrence School,Marion,158,22.0,8.87,248.0,C,5310,Franklin Township Community School Corporation
1358,C280,Saint Lawrence School,Marion,158,22.0,8.87,248.0,C,3005,Hamilton Southeastern Schools
1359,C280,Saint Lawrence School,Marion,158,22.0,8.87,248.0,C,5385,Indianapolis Public Schools
1360,C280,Saint Lawrence School,Marion,158,22.0,8.87,248.0,C,5330,M S D Lawrence Township
1361,C280,Saint Lawrence School,Marion,158,22.0,8.87,248.0,C,5360,M S D Warren Township
1362,C280,Saint Lawrence School,Marion,158,22.0,8.87,248.0,C,5370,M S D Washington Township
1363,C280,Saint Lawrence School,Marion,158,22.0,8.87,248.0,C,5375,M S D Wayne Township
1364,C280,Saint Lawrence School,Marion,158,22.0,8.87,248.0,C,3135,Mount Vernon Community School Corporation
1365,A360,Saint Louis Besancon Catholic School,Allen,63,5.0,5.32,94.0,D,255,East Allen County Schools
1366,A360,Saint Louis Besancon Catholic School,Allen,63,5.0,5.32,94.0,D,235,Fort Wayne Community Schools
1367,D130,Saint Louis School,Ripley,87,28.0,8.36,335.0,A,6895,Batesville Community School Corporation
1368,D130,Saint Louis School,Ripley,87,28.0,8.36,335.0,A,6835,Randolph Eastern School Corporation
1369,D130,Saint Louis School,Ripley,87,28.0,8.36,335.0,A,1600,South Dearborn Community School Corporation
1370,D130,Saint Louis School,Ripley,87,28.0,8.36,335.0,A,6865,South Ripley Community School Corporation
1371,D130,Saint Louis School,Ripley,87,28.0,8.36,335.0,A,1560,Sunman-Dearborn Community School Corporation
1372,C435,Saint Luke School,Marion,100,63.0,10.52,599.0,A,3060,Carmel Clay Schools
1373,C435,Saint Luke School,Marion,100,63.0,10.52,599.0,A,3005,Hamilton Southeastern Schools
1374,C435,Saint Luke School,Marion,100,63.0,10.52,599.0,A,5385,Indianapolis Public Schools
1375,C435,Saint Luke School,Marion,100,63.0,10.52,599.0,A,5330,M S D Lawrence Township
1376,C435,Saint Luke School,Marion,100,63.0,10.52,599.0,A,5350,M S D Pike Township
1377,C435,Saint Luke School,Marion,100,63.0,10.52,599.0,A,5360,M S D Warren Township
1378,C435,Saint Luke School,Marion,100,63.0,10.52,599.0,A,5370,M S D Washington Township
1379,C435,Saint Luke School,Marion,100,63.0,10.52,599.0,A,3030,Westfield-Washington Schools
1380,B285,Saint Malachy School,Hendricks,124,29.0,6.92,419.0,A,3315,Avon Community School Corporation
1381,B285,Saint Malachy School,Hendricks,124,29.0,6.92,419.0,A,3305,Brownsburg Community School Corporation
1382,B285,Saint Malachy School,Hendricks,124,29.0,6.92,419.0,A,5385,Indianapolis Public Schools
1383,B285,Saint Malachy School,Hendricks,124,29.0,6.92,419.0,A,5300,M S D Decatur Township
1384,B285,Saint Malachy School,Hendricks,124,29.0,6.92,419.0,A,5330,M S D Lawrence Township
1385,B285,Saint Malachy School,Hendricks,124,29.0,6.92,419.0,A,5350,M S D Pike Township
1386,B285,Saint Malachy School,Hendricks,124,29.0,6.92,419.0,A,5375,M S D Wayne Township
1387,B285,Saint Malachy School,Hendricks,124,29.0,6.92,419.0,A,3295,North West Hendricks Schools
1388,B285,Saint Malachy School,Hendricks,124,29.0,6.92,419.0,A,630,Zionsville Community Schools
1389,C305,Saint Mark School,Marion,145,27.0,8.63,313.0,B,4205,Center Grove Community School Corporation
1390,C305,Saint Mark School,Marion,145,27.0,8.63,313.0,B,5310,Franklin Township Community School Corporation
1391,C305,Saint Mark School,Marion,145,27.0,8.63,313.0,B,4245,Greenwood Community School Corporation
1392,C305,Saint Mark School,Marion,145,27.0,8.63,313.0,B,5385,Indianapolis Public Schools
1393,C305,Saint Mark School,Marion,145,27.0,8.63,313.0,B,5300,M S D Decatur Township
1394,C305,Saint Mark School,Marion,145,27.0,8.63,313.0,B,5330,M S D Lawrence Township
1395,C305,Saint Mark School,Marion,145,27.0,8.63,313.0,B,5340,M S D Perry Township
1396,D430,Saint Mary Cathedral School,Tippecanoe,75,15.0,8.88,169.0,A,395,Benton Community School Corporation
1397,D430,Saint Mary Cathedral School,Tippecanoe,75,15.0,8.88,169.0,A,755,Delphi Community School Corporation
1398,D430,Saint Mary Cathedral School,Tippecanoe,75,15.0,8.88,169.0,A,7855,Lafayette School Corporation
1399,D430,Saint Mary Cathedral School,Tippecanoe,75,15.0,8.88,169.0,A,7865,Tippecanoe School Corporation
1400,B835,Saint Mary Catholic Community School,Lake,108,13.0,2.57,505.0,B,4660,Crown Point Community School Corporation
1401,B835,Saint Mary Catholic Community School,Lake,108,13.0,2.57,505.0,B,4690,Gary Community School Corporation
1402,B835,Saint Mary Catholic Community School,Lake,108,13.0,2.57,505.0,B,4615,Lake Central School Corporation
1403,B835,Saint Mary Catholic Community School,Lake,108,13.0,2.57,505.0,B,4650,Lake Ridge Schools
